OrderID,ProductID,UnitPrice,Quantity,Discount
10278,9,39.18,27,0.25
10278,34,47.7,28,0.15
10279,46,115.82,28,0.05
10279,53,91.15,37,0.15
10280,17,102.38,26,0.1
10280,70,50.15,24,0.1
10281,52,104.83,24,0.1
10281,2,88.95,32,0.2
10281,41,106.55,27,0.25
10282,20,117.05,36,0.0
10282,67,106.26,11,0.2
10283,42,49.93,4,0.1
10283,49,16.19,38,0.05
10283,41,106.55,17,0.1
10283,76,77.31,29,0.0
10283,44,4.04,6,0.1
10284,35,47.29,32,0.05
10284,44,4.04,6,0.1
10284,65,67.59,17,0.15
10284,69,78.48,40,0.2
10284,52,104.83,16,0.1
10285,51,41.53,15,0.2
10285,23,46.01,3,0.1
10285,49,16.19,10,0.15
10286,53,91.15,32,0.25
10286,73,84.89,18,0.25
10286,43,44.88,36,0.1
10287,47,32.85,32,0.15
10287,42,49.93,18,0.2
10287,53,91.15,33,0.2
10288,62,72.54,29,0.1
10288,50,72.69,16,0.2
10288,61,107.37,17,0.25
10289,29,93.83,20,0.0
10289,43,44.88,1,0.0
10289,66,117.42,31,0.2
10290,51,41.53,32,0.25
10290,71,101.11,20,0.05
10290,46,115.82,14,0.15
10290,45,90.19,11,0.15
10291,2,88.95,8,0.1
10291,46,115.82,27,0.2
10291,25,102.77,37,0.0
10291,39,107.46,22,0.25
10292,32,31.76,32,0.25
10293,40,43.83,39,0.0
10293,46,115.82,39,0.25
10293,68,114.35,3,0.15
10293,24,22.74,31,0.0
10294,58,31.83,22,0.25
10294,16,95.15,29,0.05
10294,7,6.08,33,0.25
10294,24,22.74,37,0.15
10295,16,95.15,32,0.1
10295,25,102.77,30,0.05
10296,43,44.88,5,0.15
10296,30,33.41,18,0.1
10296,8,94.05,29,0.2
10296,2,88.95,39,0.15
10297,10,24.02,16,0.0
10297,38,106.26,12,0.25
10297,62,72.54,20,0.25
10298,42,49.93,9,0.2
10298,44,4.04,38,0.1
10298,4,92.55,40,0.0
10298,75,9.19,11,0.15
10298,12,89.54,26,0.05
10299,72,83.44,36,0.15
10299,58,31.83,33,0.05
10299,45,90.19,30,0.15
10299,62,72.54,9,0.25
10300,56,112.08,18,0.25
10301,74,32.54,38,0.1
10301,26,110.61,9,0.1
10301,27,15.49,36,0.1
10301,7,6.08,9,0.0
10302,38,106.26,33,0.05
10302,37,79.75,19,0.2
10302,40,43.83,17,0.0
10302,53,91.15,7,0.15
10302,66,117.42,7,0.25
10303,6,22.0,7,0.05
10303,41,106.55,40,0.2
10303,53,91.15,35,0.0
10303,20,117.05,22,0.2
10303,68,114.35,1,0.0
10304,46,115.82,35,0.05
10304,74,32.54,32,0.1
10305,7,6.08,3,0.05
10306,11,52.47,17,0.1
10306,37,79.75,38,0.1
10307,43,44.88,18,0.05
10308,65,67.59,7,0.25
10308,54,76.49,34,0.0
10308,9,39.18,27,0.0
10308,69,78.48,14,0.0
10309,28,104.38,33,0.05
10309,73,84.89,22,0.05
10309,67,106.26,35,0.05
10309,5,16.93,14,0.2
10309,18,48.96,31,0.05
10310,38,106.26,17,0.05
10310,25,102.77,13,0.2
10310,13,52.5,3,0.05
10310,60,71.49,17,0.05
10310,40,43.83,12,0.2
10311,77,72.37,27,0.15
10311,71,101.11,16,0.25
10311,30,33.41,30,0.25
10312,19,75.57,20,0.1
10312,8,94.05,19,0.05
10313,56,112.08,6,0.25
10313,27,15.49,23,0.25
10313,25,102.77,11,0.0
10313,53,91.15,8,0.0
10313,59,14.59,4,0.1
10314,57,54.9,38,0.1
10314,71,101.11,26,0.05
10315,47,32.85,22,0.15
10315,8,94.05,32,0.2
10315,55,6.73,25,0.25
10316,46,115.82,2,0.1
10316,38,106.26,10,0.2
10316,45,90.19,27,0.0
10317,1,52.08,31,0.25
10317,32,31.76,15,0.25
10317,68,114.35,27,0.1
10317,63,85.64,34,0.1
10317,16,95.15,16,0.05
10318,4,92.55,39,0.0
10319,67,106.26,18,0.0
10319,49,16.19,23,0.25
10319,39,107.46,10,0.2
10319,63,85.64,39,0.05
10320,25,102.77,18,0.0
10320,31,38.95,32,0.1
10320,47,32.85,23,0.2
10320,13,52.5,14,0.0
10321,14,105.59,28,0.15
10321,13,52.5,13,0.1
10321,42,49.93,13,0.15
10321,46,115.82,3,0.15
10322,21,79.15,9,0.15
10322,22,38.34,30,0.25
10322,35,47.29,13,0.25
10322,9,39.18,38,0.1
10323,39,107.46,3,0.0
10323,7,6.08,18,0.1
10323,59,14.59,10,0.0
10324,15,92.23,27,0.0
10324,21,79.15,14,0.2
10325,65,67.59,15,0.05
10325,1,52.08,8,0.2
10325,71,101.11,12,0.2
10325,60,71.49,31,0.2
10325,61,107.37,9,0.15
10326,32,31.76,26,0.0
10327,8,94.05,24,0.25
10327,47,32.85,19,0.15
10327,41,106.55,40,0.25
10328,27,15.49,12,0.15
10329,33,6.44,19,0.25
10330,43,44.88,39,0.1
10330,17,102.38,11,0.2
10330,7,6.08,23,0.25
10331,73,84.89,16,0.2
10331,64,47.33,1,0.15
10332,14,105.59,5,0.05
10332,11,52.47,18,0.25
10332,60,71.49,17,0.15
10333,13,52.5,38,0.15
10334,75,9.19,11,0.25
10334,46,115.82,34,0.1
10334,44,4.04,2,0.25
10334,8,94.05,31,0.2
10334,33,6.44,3,0.1
10335,40,43.83,39,0.25
10335,4,92.55,14,0.15
10335,70,50.15,36,0.25
10335,73,84.89,40,0.2
10336,12,89.54,18,0.05
10337,76,77.31,34,0.2
10337,63,85.64,16,0.1
10337,73,84.89,15,0.25
10338,40,43.83,14,0.2
10338,34,47.7,24,0.1
10339,37,79.75,21,0.05
10339,18,48.96,2,0.2
10339,33,6.44,38,0.2
10339,22,38.34,27,0.0
10340,56,112.08,3,0.25
10340,41,106.55,37,0.1
10340,16,95.15,15,0.25
10341,8,94.05,12,0.05
10341,45,90.19,4,0.15
10342,21,79.15,37,0.2
10342,66,117.42,38,0.1
10342,68,114.35,34,0.25
10343,57,54.9,17,0.2
10344,3,105.47,9,0.25
10344,52,104.83,21,0.2
10345,42,49.93,7,0.05
10345,74,32.54,4,0.1
10345,43,44.88,34,0.2
10345,26,110.61,9,0.0
10345,29,93.83,2,0.25
10346,33,6.44,2,0.25
10346,54,76.49,2,0.1
10347,30,33.41,1,0.1
10347,46,115.82,10,0.15
10348,60,71.49,24,0.2
10349,6,22.0,31,0.1
10349,2,88.95,11,0.05
10350,72,83.44,31,0.25
10350,31,38.95,19,0.2
10350,26,110.61,11,0.25
10350,36,105.7,17,0.25
10350,49,16.19,32,0.0
10351,66,117.42,18,0.0
10351,52,104.83,5,0.25
10351,29,93.83,1,0.05
10352,28,104.38,31,0.2
10352,32,31.76,37,0.15
10352,49,16.19,31,0.1
10353,15,92.23,6,0.05
10353,77,72.37,6,0.0
10353,65,67.59,40,0.2
10353,23,46.01,29,0.1
10354,27,15.49,32,0.05
10355,27,15.49,22,0.0
10355,19,75.57,3,0.2
10355,20,117.05,40,0.2
10356,10,24.02,16,0.0
10356,44,4.04,2,0.0
10356,28,104.38,35,0.0
10357,34,47.7,18,0.15
10357,42,49.93,24,0.25
10357,45,90.19,26,0.2
10357,67,106.26,8,0.05
10358,21,79.15,5,0.25
10358,74,32.54,9,0.2
10358,35,47.29,8,0.0
10359,75,9.19,26,0.0
10359,15,92.23,12,0.25
10359,18,48.96,14,0.05
10359,30,33.41,24,0.2
10359,76,77.31,31,0.15
10360,4,92.55,16,0.1
10361,19,75.57,19,0.1
10361,48,28.3,16,0.1
10362,69,78.48,11,0.05
10362,9,39.18,5,0.2
10363,3,105.47,31,0.1
10363,67,106.26,3,0.1
10363,60,71.49,13,0.25
10363,34,47.7,18,0.25
10364,47,32.85,38,0.25
10364,8,94.05,15,0.25
10365,21,79.15,31,0.1
10366,4,92.55,18,0.15
10366,21,79.15,22,0.05
10366,60,71.49,26,0.25
10366,43,44.88,32,0.1
10366,66,117.42,34,0.15
10367,45,90.19,6,0.2
10367,26,110.61,2,0.05
10368,4,92.55,18,0.1
10368,10,24.02,23,0.25
10368,57,54.9,14,0.25
10368,66,117.42,34,0.25
10369,29,93.83,30,0.1
10369,4,92.55,20,0.15
10369,59,14.59,12,0.0
10370,58,31.83,11,0.15
10371,20,117.05,1,0.0
10371,75,9.19,21,0.1
10371,3,105.47,24,0.05
10372,24,22.74,30,0.0
10373,72,83.44,38,0.2
10374,5,16.93,17,0.0
10375,74,32.54,3,0.05
10375,55,6.73,7,0.2
10375,30,33.41,26,0.2
10375,46,115.82,38,0.1
10376,38,106.26,20,0.2
10376,57,54.9,24,0.1
10377,48,28.3,9,0.2
10377,12,89.54,37,0.0
10378,5,16.93,35,0.2
10378,51,41.53,1,0.1
10379,45,90.19,35,0.0
10379,69,78.48,23,0.1
10380,62,72.54,26,0.0
10380,31,38.95,20,0.0
10381,32,31.76,18,0.1
10382,25,102.77,40,0.25
10382,66,117.42,21,0.25
10383,21,79.15,23,0.1
10383,48,28.3,36,0.25
10384,18,48.96,32,0.25
10384,6,22.0,29,0.15
10385,6,22.0,17,0.15
10386,33,6.44,39,0.2
10386,50,72.69,6,0.1
10387,3,105.47,1,0.1
10387,66,117.42,26,0.2
10388,24,22.74,30,0.15
10389,50,72.69,7,0.2
10390,74,32.54,32,0.15
10390,4,92.55,22,0.2
10390,54,76.49,38,0.05
10390,19,75.57,25,0.1
10391,10,24.02,11,0.15
10391,19,75.57,7,0.15
10392,31,38.95,11,0.0
10392,25,102.77,38,0.2
10392,67,106.26,29,0.05
10392,11,52.47,24,0.25
10393,37,79.75,5,0.2
10393,10,24.02,39,0.05
10393,15,92.23,32,0.05
10393,7,6.08,33,0.2
10394,9,39.18,11,0.25
10395,38,106.26,26,0.25
10395,50,72.69,39,0.0
10396,9,39.18,8,0.25
10396,70,50.15,21,0.0
10396,11,52.47,38,0.0
10396,48,28.3,12,0.2
10397,15,92.23,27,0.25
10397,10,24.02,7,0.05
10397,60,71.49,36,0.1
10397,49,16.19,20,0.0
10397,31,38.95,38,0.15
10398,52,104.83,8,0.25
10398,27,15.49,26,0.2
10398,21,79.15,34,0.1
10398,70,50.15,11,0.25
10398,62,72.54,27,0.25
10399,73,84.89,40,0.0
10399,63,85.64,25,0.25
10400,49,16.19,18,0.05
10401,25,102.77,27,0.1
10401,38,106.26,37,0.25
10401,9,39.18,40,0.1
10401,47,32.85,38,0.05
10402,68,114.35,19,0.2
10403,9,39.18,5,0.1
10403,69,78.48,37,0.15
10403,67,106.26,13,0.05
10403,31,38.95,13,0.2
10403,76,77.31,13,0.2
10404,74,32.54,11,0.2
10404,44,4.04,30,0.05
10404,36,105.7,35,0.1
10404,56,112.08,13,0.05
10404,9,39.18,16,0.0
10405,2,88.95,20,0.25
10405,27,15.49,6,0.0
10405,75,9.19,33,0.15
10405,54,76.49,30,0.05
10405,35,47.29,36,0.05
10406,20,117.05,31,0.0
10406,67,106.26,31,0.05
10406,62,72.54,36,0.15
10407,70,50.15,19,0.2
10407,35,47.29,22,0.15
10407,58,31.83,28,0.15
10407,16,95.15,36,0.15
10408,38,106.26,24,0.25
10409,51,41.53,20,0.0
10409,55,6.73,16,0.0
10409,14,105.59,1,0.15
10410,65,67.59,16,0.1
10411,26,110.61,16,0.25
10411,59,14.59,3,0.1
10411,24,22.74,2,0.05
10412,24,22.74,9,0.05
10412,4,92.55,25,0.25
10412,51,41.53,36,0.0
10412,38,106.26,7,0.1
10412,52,104.83,37,0.15
10413,46,115.82,30,0.05
10414,39,107.46,20,0.2
10414,64,47.33,21,0.2
10415,36,105.7,12,0.05
10416,72,83.44,16,0.05
10416,26,110.61,31,0.2
10416,16,95.15,13,0.05
10417,41,106.55,11,0.15
10417,10,24.02,36,0.25
10418,54,76.49,11,0.05
10419,20,117.05,19,0.0
10419,25,102.77,18,0.15
10419,45,90.19,21,0.05
10419,52,104.83,7,0.1
10420,71,101.11,23,0.0
10420,31,38.95,22,0.2
10420,3,105.47,28,0.15
10421,3,105.47,11,0.1
10421,58,31.83,34,0.25
10421,74,32.54,28,0.0
10421,23,46.01,19,0.2
10421,55,6.73,35,0.1
10422,48,28.3,31,0.15
10422,58,31.83,33,0.1
10422,77,72.37,40,0.1
10423,37,79.75,15,0.2
10423,9,39.18,18,0.25
10423,60,71.49,11,0.15
10423,63,85.64,17,0.15
10424,51,41.53,10,0.15
10424,20,117.05,19,0.05
10424,72,83.44,34,0.1
10425,44,4.04,33,0.25
10425,70,50.15,2,0.2
10425,50,72.69,13,0.0
10425,17,102.38,31,0.25
10426,18,48.96,23,0.05
10427,23,46.01,6,0.25
10427,8,94.05,28,0.05
10427,19,75.57,25,0.05
10427,76,77.31,24,0.25
10428,20,117.05,2,0.15
10428,33,6.44,39,0.15
10429,4,92.55,33,0.05
10429,21,79.15,31,0.25
10430,74,32.54,7,0.15
10430,3,105.47,28,0.05
10431,44,4.04,23,0.2
10431,35,47.29,20,0.05
10431,53,91.15,12,0.25
10431,74,32.54,10,0.0
10431,7,6.08,32,0.05
10432,70,50.15,15,0.1
10432,15,92.23,14,0.2
10432,14,105.59,8,0.15
10433,25,102.77,32,0.2
10433,29,93.83,8,0.0
10433,28,104.38,8,0.05
10434,47,32.85,3,0.0
10435,26,110.61,8,0.25
10435,7,6.08,18,0.05
10435,69,78.48,10,0.0
10435,56,112.08,12,0.2
10436,53,91.15,18,0.1
10436,41,106.55,18,0.1
10436,40,43.83,29,0.25
10437,60,71.49,29,0.25
10437,3,105.47,37,0.2
10438,23,46.01,14,0.2
10438,47,32.85,8,0.1
10439,20,117.05,19,0.0
10439,31,38.95,3,0.15
10439,57,54.9,13,0.1
10440,33,6.44,19,0.25
10440,13,52.5,31,0.25
10441,9,39.18,4,0.15
10441,15,92.23,1,0.05
10441,17,102.38,1,0.1
10442,18,48.96,22,0.15
10442,2,88.95,15,0.2
10442,7,6.08,8,0.2
10442,47,32.85,4,0.05
10442,60,71.49,36,0.1
10443,9,39.18,18,0.25
10443,73,84.89,28,0.15
10443,49,16.19,34,0.05
10443,58,31.83,3,0.25
10443,47,32.85,5,0.05
10444,35,47.29,29,0.0
10444,47,32.85,2,0.0
10445,28,104.38,3,0.0
10445,30,33.41,25,0.15
10445,10,24.02,5,0.05
10446,48,28.3,19,0.25
10446,3,105.47,11,0.1
10446,74,32.54,17,0.25
10447,58,31.83,12,0.0
10447,39,107.46,1,0.25
10447,38,106.26,6,0.15
10448,10,24.02,11,0.15
10448,39,107.46,38,0.2
10448,63,85.64,8,0.0
10448,73,84.89,12,0.1
10449,38,106.26,6,0.2
10449,25,102.77,3,0.15
10449,59,14.59,12,0.05
10450,22,38.34,21,0.1
10450,75,9.19,29,0.15
10450,9,39.18,10,0.0
10450,64,47.33,26,0.2
10450,55,6.73,5,0.2
10451,29,93.83,36,0.15
10452,23,46.01,2,0.1
10452,57,54.9,22,0.05
10452,26,110.61,32,0.15
10452,3,105.47,4,0.05
10453,10,24.02,31,0.0
10453,55,6.73,7,0.2
10454,31,38.95,23,0.2
10454,38,106.26,20,0.25
10454,32,31.76,32,0.1
10454,18,48.96,20,0.0
10455,64,47.33,7,0.2
10456,52,104.83,23,0.25
10457,70,50.15,10,0.25
10457,40,43.83,1,0.15
10458,3,105.47,28,0.15
10458,23,46.01,30,0.05
10458,42,49.93,40,0.05
10458,63,85.64,6,0.1
10458,12,89.54,35,0.25
10459,1,52.08,21,0.0
10459,37,79.75,6,0.1
10459,17,102.38,21,0.1
10459,53,91.15,14,0.2
10460,56,112.08,17,0.25
10461,30,33.41,23,0.25
10462,32,31.76,5,0.0
10462,48,28.3,24,0.1
10463,3,105.47,36,0.05
10463,37,79.75,31,0.2
10463,18,48.96,27,0.0
10463,35,47.29,15,0.15
10463,15,92.23,2,0.1
10464,73,84.89,25,0.1
10464,26,110.61,36,0.0
10464,4,92.55,33,0.15
10465,8,94.05,29,0.25
10465,64,47.33,3,0.1
10465,42,49.93,16,0.0
10465,75,9.19,26,0.2
10466,43,44.88,19,0.15
10466,54,76.49,26,0.1
10467,7,6.08,12,0.15
10468,37,79.75,39,0.05
10468,46,115.82,20,0.1
10468,55,6.73,14,0.1
10468,40,43.83,16,0.1
10469,38,106.26,21,0.15
10469,55,6.73,36,0.1
10470,10,24.02,20,0.15
10471,76,77.31,33,0.0
10472,44,4.04,30,0.1
10473,36,105.7,38,0.2
10473,44,4.04,17,0.05
10473,68,114.35,25,0.05
10474,55,6.73,25,0.0
10474,9,39.18,12,0.25
10474,20,117.05,24,0.0
10474,10,24.02,12,0.15
10475,69,78.48,12,0.25
10475,33,6.44,38,0.05
10475,67,106.26,23,0.15
10476,10,24.02,37,0.15
10476,21,79.15,23,0.1
10476,69,78.48,38,0.25
10477,14,105.59,20,0.0
10477,63,85.64,7,0.25
10477,44,4.04,6,0.15
10477,33,6.44,11,0.05
10478,23,46.01,23,0.15
10478,69,78.48,21,0.2
10478,63,85.64,6,0.2
10478,47,32.85,33,0.1
10479,2,88.95,25,0.1
10479,29,93.83,33,0.25
10480,44,4.04,3,0.2
10480,10,24.02,33,0.15
10480,16,95.15,6,0.2
10480,9,39.18,34,0.1
10480,61,107.37,4,0.2
10481,33,6.44,4,0.25
10481,8,94.05,28,0.1
10481,74,32.54,30,0.15
10481,12,89.54,13,0.1
10482,25,102.77,12,0.25
10482,75,9.19,24,0.0
10482,59,14.59,13,0.1
10482,2,88.95,8,0.1
10483,59,14.59,30,0.2
10483,67,106.26,22,0.15
10483,50,72.69,8,0.05
10483,52,104.83,10,0.15
10484,63,85.64,18,0.2
10484,30,33.41,19,0.2
10484,67,106.26,12,0.25
10485,54,76.49,11,0.0
10485,35,47.29,16,0.15
10485,26,110.61,5,0.0
10485,18,48.96,33,0.15
10485,47,32.85,8,0.05
10486,73,84.89,16,0.25
10486,17,102.38,1,0.15
10487,19,75.57,11,0.25
10488,62,72.54,33,0.1
10488,24,22.74,7,0.2
10488,20,117.05,25,0.1
10488,23,46.01,6,0.2
10488,64,47.33,9,0.15
10489,36,105.7,3,0.15
10489,22,38.34,8,0.1
10489,61,107.37,31,0.05
10489,18,48.96,37,0.05
10489,1,52.08,18,0.15
10490,47,32.85,9,0.2
10490,73,84.89,16,0.25
10490,59,14.59,5,0.15
10491,17,102.38,5,0.15
10491,54,76.49,5,0.2
10491,59,14.59,21,0.25
10492,74,32.54,4,0.2
10493,30,33.41,32,0.25
10493,44,4.04,35,0.0
10493,67,106.26,31,0.25
10493,69,78.48,30,0.05
10493,7,6.08,25,0.2
10494,31,38.95,26,0.2
10494,35,47.29,4,0.25
10494,18,48.96,19,0.15
10494,44,4.04,29,0.25
10495,71,101.11,21,0.0
10495,41,106.55,34,0.05
10495,59,14.59,22,0.15
10496,71,101.11,32,0.25
10496,54,76.49,3,0.15
10496,49,16.19,26,0.05
10496,25,102.77,12,0.0
10497,41,106.55,38,0.0
10497,13,52.5,1,0.25
10497,1,52.08,29,0.0
10497,43,44.88,8,0.05
10497,53,91.15,6,0.1
10498,71,101.11,19,0.1
10498,42,49.93,39,0.0
10498,40,43.83,6,0.05
10498,66,117.42,38,0.05
10499,30,33.41,2,0.2
10499,72,83.44,19,0.25
10499,60,71.49,32,0.1
10500,17,102.38,28,0.25
10500,6,22.0,23,0.15
10500,3,105.47,31,0.0
10500,55,6.73,24,0.25
10500,12,89.54,18,0.0
10501,7,6.08,34,0.2
10501,50,72.69,14,0.1
10502,36,105.7,6,0.2
10502,69,78.48,12,0.1
10502,52,104.83,29,0.15
10502,75,9.19,38,0.1
10502,27,15.49,10,0.2
10503,37,79.75,21,0.05
10503,64,47.33,8,0.05
10504,69,78.48,19,0.2
10504,4,92.55,34,0.05
10504,70,50.15,29,0.2
10504,17,102.38,4,0.05
10505,69,78.48,38,0.05
10505,22,38.34,36,0.25
10505,23,46.01,5,0.0
10505,77,72.37,19,0.2
10505,67,106.26,9,0.0
10506,60,71.49,10,0.0
10506,54,76.49,24,0.15
10506,62,72.54,14,0.0
10506,3,105.47,2,0.1
10506,20,117.05,39,0.25
10507,5,16.93,14,0.15
10507,32,31.76,12,0.0
10507,14,105.59,19,0.0
10507,28,104.38,26,0.2
10508,61,107.37,10,0.1
10509,58,31.83,8,0.05
10509,30,33.41,11,0.05
10509,15,92.23,30,0.0
10510,61,107.37,38,0.15
10510,19,75.57,15,0.05
10510,60,71.49,25,0.1
10510,67,106.26,24,0.1
10511,15,92.23,6,0.05
10511,35,47.29,27,0.0
10511,51,41.53,23,0.25
10511,10,24.02,36,0.05
10512,34,47.7,13,0.2
10512,74,32.54,13,0.25
10513,31,38.95,4,0.2
10513,69,78.48,7,0.05
10513,64,47.33,15,0.1
10513,56,112.08,32,0.25
10513,6,22.0,6,0.1
10514,25,102.77,19,0.2
10514,61,107.37,15,0.25
10514,9,39.18,8,0.0
10515,19,75.57,17,0.25
10515,77,72.37,27,0.0
10516,52,104.83,2,0.1
10516,44,4.04,33,0.25
10516,42,49.93,22,0.25
10517,37,79.75,27,0.25
10518,75,9.19,19,0.1
10518,8,94.05,37,0.15
10518,22,38.34,24,0.05
10518,42,49.93,12,0.25
10518,68,114.35,13,0.2
10519,64,47.33,33,0.2
10519,37,79.75,19,0.25
10519,27,15.49,33,0.1
10519,16,95.15,7,0.2
10520,65,67.59,3,0.05
10520,70,50.15,27,0.1
10521,54,76.49,39,0.0
10521,53,91.15,1,0.2
10521,50,72.69,32,0.2
10521,52,104.83,5,0.0
10522,8,94.05,24,0.1
10522,41,106.55,7,0.2
10522,68,114.35,19,0.2
10523,68,114.35,18,0.25
10523,47,32.85,1,0.0
10524,60,71.49,38,0.0
10524,53,91.15,5,0.1
10524,11,52.47,21,0.1
10525,75,9.19,3,0.15
10525,2,88.95,1,0.2
10525,32,31.76,17,0.2
10525,4,92.55,3,0.15
10526,1,52.08,21,0.1
10526,64,47.33,3,0.25
10526,23,46.01,20,0.2
10526,25,102.77,38,0.2
10527,53,91.15,13,0.0
10527,51,41.53,39,0.25
10527,14,105.59,31,0.0
10527,5,16.93,30,0.0
10527,19,75.57,32,0.05
10528,60,71.49,15,0.1
10529,56,112.08,40,0.25
10529,8,94.05,3,0.0
10530,61,107.37,29,0.05
10530,27,15.49,11,0.2
10530,8,94.05,32,0.25
10530,37,79.75,40,0.1
10530,42,49.93,17,0.0
10531,30,33.41,9,0.05
10531,12,89.54,3,0.25
10531,48,28.3,28,0.1
10531,71,101.11,33,0.05
10531,47,32.85,19,0.2
10532,65,67.59,6,0.15
10532,34,47.7,24,0.05
10532,10,24.02,36,0.25
10533,20,117.05,28,0.15
10533,60,71.49,32,0.1
10533,45,90.19,10,0.05
10533,26,110.61,4,0.15
10534,28,104.38,29,0.05
10534,30,33.41,38,0.05
10534,62,72.54,9,0.2
10534,75,9.19,5,0.05
10534,66,117.42,21,0.25
10535,35,47.29,2,0.0
10536,29,93.83,9,0.25
10536,63,85.64,39,0.1
10536,8,94.05,13,0.25
10536,56,112.08,11,0.15
10536,72,83.44,33,0.25
10537,28,104.38,17,0.2
10537,3,105.47,14,0.0
10537,39,107.46,10,0.0
10538,13,52.5,12,0.25
10538,21,79.15,14,0.1
10539,12,89.54,33,0.05
10539,49,16.19,3,0.0
10539,66,117.42,32,0.15
10539,56,112.08,19,0.0
10540,41,106.55,30,0.0
10540,55,6.73,16,0.05
10541,36,105.7,39,0.1
10542,14,105.59,30,0.25
10543,22,38.34,1,0.25
10543,7,6.08,34,0.25
10543,48,28.3,9,0.2
10544,8,94.05,39,0.2
10544,77,72.37,20,0.05
10544,21,79.15,36,0.25
10544,33,6.44,19,0.05
10545,56,112.08,16,0.2
10545,75,9.19,7,0.15
10546,1,52.08,24,0.05
10546,18,48.96,29,0.25
10546,54,76.49,35,0.2
10547,55,6.73,30,0.2
10547,40,43.83,29,0.15
10547,18,48.96,36,0.05
10547,45,90.19,34,0.1
10548,65,67.59,12,0.15
10548,10,24.02,11,0.1
10548,28,104.38,37,0.2
10548,1,52.08,25,0.1
10548,14,105.59,5,0.05
10549,29,93.83,22,0.25
10549,6,22.0,23,0.0
10550,68,114.35,32,0.0
10550,49,16.19,7,0.25
10550,53,91.15,2,0.15
10550,64,47.33,24,0.2
10551,64,47.33,25,0.15
10552,20,117.05,11,0.15
10552,34,47.7,5,0.1
10552,3,105.47,36,0.0
10552,64,47.33,6,0.05
10553,21,79.15,10,0.15
10553,43,44.88,37,0.0
10554,76,77.31,34,0.05
10555,22,38.34,18,0.15
10556,52,104.83,34,0.15
10556,8,94.05,10,0.25
10556,67,106.26,8,0.15
10556,46,115.82,40,0.1
10556,34,47.7,21,0.25
10557,62,72.54,11,0.1
10557,69,78.48,36,0.25
10557,50,72.69,10,0.1
10557,23,46.01,9,0.1
10558,35,47.29,33,0.2
10558,67,106.26,13,0.25
10558,32,31.76,5,0.05
10559,35,47.29,16,0.1
10559,27,15.49,1,0.1
10560,72,83.44,15,0.15
10561,39,107.46,2,0.05
10562,17,102.38,4,0.15
10562,21,79.15,38,0.2
10563,19,75.57,28,0.0
10564,8,94.05,18,0.15
10564,71,101.11,26,0.15
10564,38,106.26,2,0.05
10565,64,47.33,40,0.1
10565,62,72.54,29,0.15
10565,33,6.44,17,0.15
