OrderID,CustomerID,EmployeeID,OrderDate,ShipVia,Freight
10329,YVQCH,1,1996-10-15,3,95.16
10330,HOAFN,1,1996-10-15,3,37.09
10331,PFEIS,9,1996-10-06,2,234.7
10332,ZPMLW,6,1996-10-21,2,65.65
10333,TRYSX,7,1996-10-12,3,127.52
10334,BOGAS,3,1996-10-02,1,48.25
10335,XVNBZ,9,1996-10-22,2,202.59
10336,ALPBF,1,1996-10-01,1,25.33
10337,YLWKF,1,1996-10-13,2,140.81
10338,JCWVH,4,1996-10-03,3,249.78
10339,POBYN,9,1996-10-04,3,24.66
10340,XVNBZ,1,1996-11-21,1,34.51
10341,GHUHP,5,1996-11-12,2,226.27
10342,VYHBU,4,1996-11-17,3,86.32
10343,TRYSX,5,1996-11-20,3,95.96
10344,OUKVF,6,1996-11-08,1,20.39
10345,BNYBJ,3,1996-11-10,1,94.21
10346,YUXHC,4,1996-11-11,3,192.22
10347,SDLSY,5,1996-11-15,3,161.0
10348,QDSIQ,9,1996-11-06,1,31.83
10349,ETXRP,5,1996-11-11,1,50.39
10350,WBBZO,7,1996-11-24,1,94.07
10351,KBWLG,8,1996-11-08,3,7.14
10352,DTZKB,3,1996-11-02,3,126.75
10353,KVIFE,7,1996-11-19,2,120.72
10354,GHUHP,7,1996-11-27,3,234.46
10355,YVQCH,7,1996-11-27,3,24.02
10356,SVGTT,7,1996-11-18,2,232.91
10357,KVMJK,3,1996-11-21,1,146.9
10358,XKTZQ,5,1996-11-27,1,243.68
10359,SVGTT,2,1996-11-03,3,180.22
10360,HIVZZ,4,1996-11-20,1,207.1
10361,ALZAL,8,1996-11-03,2,238.49
10362,BNYBJ,4,1996-11-08,3,150.48
10363,TINQA,9,1996-11-11,1,60.69
10364,ETXRP,6,1996-11-25,3,152.71
10365,PFEIS,4,1996-11-05,2,242.92
10366,ALFKI,8,1996-12-19,3,203.47
10367,SVGTT,4,1996-12-01,2,135.15
10368,WBBZO,6,1996-12-11,3,32.29
10369,GEEGS,8,1996-12-09,3,151.41
10370,HLHVL,4,1996-12-25,3,135.88
10371,JLWBL,9,1996-12-20,3,214.3
10372,SHRPR,9,1996-12-23,1,120.28
10373,UQVLY,7,1996-12-04,1,33.9
10374,PFEIS,6,1996-12-14,2,242.57
10375,IEOWD,6,1996-12-07,2,58.19
10376,FLETF,9,1996-12-04,2,99.08
10377,OYUGL,3,1996-12-06,1,138.78
10378,KHKRV,5,1996-12-15,1,133.13
10379,PUQHW,4,1996-12-19,3,206.74
10380,YJAXX,3,1996-12-21,2,90.22
10381,JEYCD,9,1996-12-25,3,54.62
10382,PFEIS,7,1996-12-16,1,120.24
10383,PSNQQ,2,1996-12-18,2,220.11
10384,DTZKB,6,1996-12-26,1,208.34
10385,JEYCD,7,1996-12-14,1,219.52
10386,GHUHP,1,1996-12-10,3,148.99
10387,MYVXC,5,1996-12-02,3,239.56
10388,KIWFL,7,1996-12-11,2,189.6
10389,MYVXC,8,1996-12-21,1,147.09
10390,JVTVC,1,1996-12-07,2,205.5
10391,SKSEF,1,1996-12-26,2,83.52
10392,LPVQG,5,1996-12-14,2,30.11
10393,OYUGL,8,1996-12-17,1,147.8
10394,KVMJK,2,1997-01-05,1,23.1
10395,VXJHA,3,1997-01-16,3,146.39
10396,HOAFN,4,1997-01-05,2,44.38
10397,AKZQT,5,1997-01-12,2,147.98
10398,JCWVH,8,1997-01-10,3,33.96
10399,KVIFE,7,1997-01-14,1,193.96
10400,VTJBP,9,1997-01-14,2,181.99
10401,ETXRP,1,1997-01-28,3,22.86
10402,UCGRS,2,1997-01-26,1,132.83
10403,FMMRL,2,1997-01-20,3,26.89
10404,VEYUQ,1,1997-01-12,1,200.6
10405,CKKWE,3,1997-01-28,1,97.59
10406,MNXAG,7,1997-01-16,1,142.97
10407,KHKRV,3,1997-01-08,2,173.07
10408,THSQN,1,1997-01-22,1,204.22
10409,JLWBL,7,1997-01-11,1,29.38
10410,DTZKB,2,1997-01-15,3,230.13
10411,SHRPR,1,1997-01-06,3,105.72
10412,VEYUQ,1,1997-01-17,1,98.42
10413,PLRKR,4,1997-01-04,1,243.63
10414,POBYN,7,1997-01-27,3,22.04
10415,PLRKR,6,1997-01-25,1,184.12
10416,JEYCD,8,1997-01-27,1,171.49
10417,YUXHC,5,1997-01-15,3,224.05
10418,DTZKB,1,1997-01-25,1,49.75
10419,POBYN,3,1997-01-26,2,25.59
10420,UAXMI,9,1997-01-07,1,240.11
10421,VLLAI,5,1997-01-14,2,105.04
10422,WBBZO,9,1997-01-19,2,79.11
10423,ALFKI,8,1997-01-25,2,87.5
10424,VEYUQ,7,1997-01-15,1,195.32
10425,HIVZZ,6,1997-01-19,3,43.47
10426,ALFKI,5,1997-02-10,2,167.94
10427,WSEBX,4,1997-02-20,2,194.37
10428,RBMPA,9,1997-02-21,2,106.18
10429,KHKRV,8,1997-02-25,2,246.05
10430,TCJVQ,3,1997-02-25,2,41.55
10431,KHKRV,4,1997-02-01,2,115.61
10432,HOAFN,9,1997-02-01,3,35.24
10433,VTJBP,4,1997-02-27,3,144.49
10434,PSNQQ,5,1997-02-01,3,197.98
10435,LPREO,7,1997-02-09,1,82.58
10436,BOGAS,4,1997-02-17,2,242.65
10437,AKZQT,5,1997-02-12,3,114.59
10438,ALFKI,8,1997-02-25,1,152.32
10439,VEYUQ,6,1997-02-17,3,42.53
10440,CKKWE,5,1997-02-19,2,195.5
10441,YUXHC,3,1997-02-11,3,232.88
10442,WVGUX,2,1997-02-12,1,40.99
10443,YVQCH,9,1997-02-23,3,129.89
10444,SGTEY,8,1997-02-23,1,242.0
10445,VYHBU,5,1997-03-18,1,50.08
10446,YUXHC,7,1997-03-24,1,34.16
10447,FLETF,9,1997-03-18,1,151.48
10448,TCJVQ,5,1997-03-28,3,98.87
10449,VYHBU,5,1997-03-03,1,136.5
10450,JEYCD,3,1997-03-02,2,39.24
10451,SPPRI,4,1997-03-22,2,93.35
10452,PLRKR,5,1997-03-06,2,242.81
10453,INWFA,3,1997-03-11,2,174.05
10454,KIWFL,8,1997-03-07,1,195.22
10455,MNXAG,2,1997-03-26,2,24.45
10456,WSEBX,6,1997-03-03,3,74.56
10457,MXKGV,3,1997-03-24,1,102.3
10458,XTUBQ,3,1997-03-24,3,199.88
10459,FGLEI,7,1997-03-17,2,10.41
10460,XLAVG,9,1997-03-07,3,164.53
10461,YJAXX,3,1997-03-03,1,235.45
10462,JEYCD,3,1997-03-05,2,91.91
10463,UQVLY,5,1997-03-22,3,181.76
10464,WPBNO,2,1997-03-16,1,233.66
10465,SVGTT,7,1997-03-19,1,63.01
10466,VBYNW,7,1997-03-09,1,201.38
10467,WSEBX,7,1997-03-07,3,246.04
10468,VLLAI,8,1997-03-13,1,16.58
10469,SPPRI,6,1997-03-01,3,176.87
10470,KVMJK,2,1997-03-13,3,141.97
10471,ALFKI,3,1997-04-26,2,152.29
10472,OUKVF,8,1997-04-10,2,245.29
10473,FLETF,7,1997-04-11,1,125.46
10474,VEYUQ,7,1997-04-02,2,115.84
10475,JCWVH,4,1997-04-20,2,102.62
10476,THSQN,2,1997-04-12,1,52.37
10477,XLAVG,2,1997-04-10,1,85.12
10478,HLHVL,6,1997-04-17,3,71.57
10479,RNTHV,8,1997-04-06,1,83.17
10480,KBWLG,3,1997-04-04,2,179.4
10481,MNXAG,6,1997-04-02,3,187.12
10482,WPBNO,9,1997-04-04,1,244.07
10483,KVMJK,8,1997-04-15,3,128.99
10484,WVGUX,4,1997-04-03,1,232.17
10485,KVMJK,2,1997-04-24,1,180.57
10486,VEYUQ,3,1997-04-03,2,142.0
10487,IEOWD,8,1997-04-21,3,217.08
10488,OYUGL,1,1997-04-01,2,55.19
10489,LPREO,5,1997-04-17,3,217.6
10490,WSEBX,2,1997-04-13,1,235.08
10491,DTZKB,1,1997-04-14,3,29.26
10492,HOAFN,8,1997-04-21,1,157.11
10493,RBMPA,8,1997-04-13,2,38.54
10494,TCJVQ,2,1997-04-22,2,26.32
10495,MAPTB,5,1997-04-12,1,222.71
10496,FMMRL,1,1997-04-14,1,103.23
10497,GHUHP,9,1997-04-18,3,57.9
10498,PSZOY,7,1997-05-12,1,135.71
10499,WVGUX,8,1997-05-15,1,99.22
10500,TWGGZ,6,1997-05-28,1,139.85
10501,MYVXC,2,1997-05-09,1,44.05
10502,YJAXX,3,1997-05-15,2,106.86
10503,MNXAG,2,1997-05-06,3,18.81
10504,LPREO,4,1997-05-02,1,73.26
10505,SGTEY,6,1997-05-03,3,142.67
10506,ALFKI,8,1997-05-06,3,196.38
10507,KBWLG,1,1997-05-10,2,71.37
10508,MXKGV,4,1997-05-06,3,102.29
10509,WSEBX,2,1997-05-22,2,138.86
10510,ZPMLW,5,1997-05-03,3,88.48
10511,WPBNO,4,1997-05-02,3,64.73
10512,QDSIQ,8,1997-05-11,1,230.04
10513,JCWVH,2,1997-05-03,2,137.72
10514,KHKRV,1,1997-05-02,3,158.92
10515,ALFKI,9,1997-06-10,1,70.53
10516,SDLSY,2,1997-06-17,3,196.88
10517,PFEIS,4,1997-06-17,2,100.43
10518,XKTZQ,3,1997-06-26,3,142.46
10519,SDLSY,7,1997-06-02,3,25.35
10520,BKURQ,8,1997-06-13,3,13.87
10521,YUXHC,1,1997-06-21,1,5.73
10522,UAXMI,4,1997-06-01,1,142.08
10523,ORDDL,4,1997-06-11,2,89.75
10524,AROUT,1,1997-06-24,2,235.04
10525,KBWLG,8,1997-06-21,1,195.08
10526,MNXAG,3,1997-06-10,2,82.01
10527,WPBNO,6,1997-06-11,1,18.7
10528,YUXHC,3,1997-06-27,3,82.79
10529,IWQPR,3,1997-06-10,1,184.06
10530,YJAXX,2,1997-06-08,2,98.78
10531,SGTEY,3,1997-06-09,2,76.41
10532,VTJBP,3,1997-06-18,3,49.82
10533,ALPBF,5,1997-06-15,2,127.57
10534,BNYBJ,2,1997-07-11,2,114.21
10535,VTJBP,3,1997-07-13,1,161.48
10536,MYVXC,9,1997-07-15,1,45.06
10537,ETXRP,8,1997-07-13,3,112.77
10538,UCGRS,7,1997-07-03,1,115.16
10539,PSZOY,5,1997-07-08,2,46.06
10540,VBYNW,8,1997-07-14,3,53.06
10541,AKZQT,3,1997-07-23,1,30.61
10542,BNYBJ,5,1997-07-19,2,66.24
10543,BNYBJ,1,1997-07-09,3,89.48
10544,BNYBJ,9,1997-07-23,2,168.78
10545,ALZAL,4,1997-07-03,3,95.7
10546,OUKVF,9,1997-07-02,2,152.54
10547,YUXHC,8,1997-07-10,1,238.55
10548,PFEIS,3,1997-07-18,3,85.7
10549,QEFYE,1,1997-07-05,3,137.46
10550,XLAVG,8,1997-07-08,1,130.17
10551,VBYNW,4,1997-07-03,2,34.35
10552,CKKWE,8,1997-07-10,2,5.34
10553,LPVQG,7,1997-07-11,1,236.23
10554,VTJBP,9,1997-07-09,1,121.66
10555,FMMRL,9,1997-07-17,1,80.79
10556,CKKWE,4,1997-07-18,3,222.19
10557,VBYNW,4,1997-07-17,2,144.02
10558,MZTXS,8,1997-07-14,1,56.12
10559,ALFKI,1,1997-08-05,3,5.66
10560,YVQCH,8,1997-08-11,2,113.44
10561,GHUHP,2,1997-08-10,2,213.47
10562,SKSEF,2,1997-08-01,3,125.77
10563,XTUBQ,8,1997-08-24,2,218.85
10564,FGLEI,5,1997-08-28,2,197.76
10565,PSNQQ,9,1997-08-16,3,40.44
10566,FLETF,1,1997-08-02,2,106.04
10567,ZPMLW,4,1997-08-02,3,95.72
10568,TRYSX,4,1997-08-08,2,9.89
10569,DTZKB,2,1997-08-03,1,74.51
10570,KIWFL,9,1997-08-09,2,9.22
10571,JVTVC,5,1997-08-27,2,50.46
10572,HOAFN,4,1997-08-26,2,139.01
10573,VLLAI,8,1997-08-12,3,237.46
10574,WSEBX,1,1997-08-28,3,73.25
10575,ALFKI,4,1997-08-21,2,32.41
10576,VXJHA,7,1997-08-24,2,123.46
10577,XKTZQ,6,1997-08-04,2,170.6
10578,LPREO,2,1997-08-23,1,142.75
10579,MNXAG,6,1997-08-26,1,136.19
10580,WVGUX,6,1997-08-09,3,5.65
10581,NGCTP,5,1997-08-23,2,91.21
10582,GEEGS,2,1997-08-22,1,128.13
10583,ALZAL,1,1997-08-05,3,13.65
10584,JCWVH,1,1997-09-13,3,208.98
10585,AMPEQ,2,1997-09-06,2,37.3
10586,GHUHP,2,1997-09-22,3,210.64
10587,MNXAG,1,1997-09-13,3,203.38
10588,WPBNO,4,1997-09-07,1,153.97
10589,VEYUQ,6,1997-09-03,1,161.76
10590,FLETF,9,1997-09-05,2,169.9
10591,YWUSA,5,1997-09-07,3,132.84
10592,SHRPR,1,1997-09-22,1,7.34
10593,WBBZO,5,1997-09-01,2,81.01
10594,PLRKR,4,1997-09-16,1,117.62
10595,IWQPR,2,1997-09-08,1,108.52
10596,PSZOY,4,1997-09-19,3,173.59
10597,THSQN,2,1997-09-01,2,123.27
10598,JLWBL,9,1997-09-05,2,28.15
10599,GHUHP,8,1997-09-25,3,160.3
10600,BKURQ,5,1997-09-28,1,150.82
10601,TINQA,7,1997-09-24,1,201.75
10602,PFEIS,1,1997-09-19,1,149.28
10603,KIWFL,3,1997-09-02,3,126.68
10604,UQVLY,1,1997-09-01,2,31.89
10605,KVIFE,3,1997-09-11,3,174.23
10606,DTZKB,4,1997-09-23,3,175.46
10607,YWUSA,7,1997-09-28,3,65.75
10608,ALFKI,1,1997-10-04,3,248.45
10609,OYUGL,4,1997-10-19,1,67.81
10610,RNTHV,7,1997-10-14,1,121.41
10611,WBBZO,5,1997-10-17,3,66.47
10612,NGCTP,4,1997-10-16,1,190.13
10613,KVIFE,8,1997-10-08,3,36.51
10614,KVIFE,3,1997-10-18,3,18.69
10615,ALFKI,5,1997-10-26,1,162.69
10616,ALZAL,8,1997-10-20,1,73.51
10617,TINQA,2,1997-10-21,1,230.26
10618,MZTXS,3,1997-10-16,2,40.49
10619,AMPEQ,5,1997-10-28,1,193.26
10620,FMMRL,6,1997-10-08,1,91.54
10621,XLAVG,7,1997-10-10,2,135.52
10622,SKSEF,7,1997-10-09,1,16.71
10623,SGTEY,2,1997-10-17,1,221.89
10624,KVIFE,3,1997-10-03,2,159.36
10625,VXJHA,4,1997-10-01,2,46.5
10626,SHRPR,4,1997-10-07,1,36.2
10627,UCGRS,6,1997-10-28,3,237.57
10628,QEFYE,9,1997-10-25,3,208.09
10629,HIVZZ,2,1997-10-01,3,176.1
10630,SMORH,2,1997-10-16,3,200.06
10631,PUQHW,2,1997-11-22,1,18.52
10632,WPBNO,9,1997-11-03,2,108.13
10633,OYUGL,9,1997-11-11,2,60.88
10634,OYUGL,8,1997-11-03,2,162.5
10635,WSEBX,2,1997-11-11,1,94.7
10636,MAPTB,3,1997-11-04,3,66.42
10637,CKKWE,8,1997-11-05,1,83.33
10638,HIVZZ,2,1997-11-21,3,84.0
10639,LPREO,3,1997-11-02,2,44.82
10640,AMPEQ,3,1997-11-12,1,204.17
10641,VXJHA,9,1997-11-16,3,73.11
10642,RBMPA,4,1997-11-06,2,181.81
10643,BOGAS,6,1997-11-02,2,126.04
10644,MYVXC,6,1997-11-22,2,149.78
10645,FMMRL,8,1997-11-06,3,58.86
10646,ORDDL,9,1997-11-01,2,217.95
10647,MZTXS,7,1997-11-23,3,236.81
10648,SMORH,7,1997-11-01,3,89.05
10649,OUKVF,8,1997-11-22,3,80.3
10650,UAXMI,8,1997-11-11,2,209.92
10651,SMORH,3,1997-11-21,3,67.22
10652,GHUHP,9,1997-11-26,3,116.6
10653,VYHBU,6,1997-11-10,2,69.39
10654,WVGUX,7,1997-11-17,3,79.3
10655,VEYUQ,2,1997-11-06,3,223.85
10656,RNTHV,5,1997-11-27,1,99.2
10657,SGTEY,3,1997-11-15,1,53.6
10658,PLRKR,4,1997-11-02,1,83.52
10659,MYVXC,9,1997-11-05,3,12.13
10660,YUXHC,9,1997-11-21,3,121.36
10661,NGCTP,8,1997-11-20,1,132.32
10662,YJAXX,1,1997-11-21,3,199.75
10663,JEYCD,4,1997-11-21,3,195.56
10664,ALFKI,8,1997-12-08,3,228.57
10665,YVQCH,6,1997-12-09,3,111.42
10666,VLLAI,4,1997-12-10,3,225.9
10667,ALPBF,4,1997-12-21,1,48.82
10668,PSZOY,1,1997-12-21,1,151.72
10669,ETXRP,7,1997-12-21,3,34.64
10670,INWFA,4,1997-12-05,1,181.18
10671,KVIFE,5,1997-12-05,1,223.69
10672,KIWFL,5,1997-12-07,2,85.65
10673,MZTXS,5,1997-12-03,2,151.2
10674,YUXHC,4,1997-12-14,1,23.75
10675,LPVQG,1,1997-12-17,3,139.94
10676,RNTHV,8,1997-12-06,1,53.78
10677,XVNBZ,5,1997-12-11,2,175.26
10678,OYUGL,1,1997-12-14,1,143.37
10679,IWQPR,6,1997-12-07,2,226.1
10680,PLRKR,8,1997-12-10,1,185.78
10681,CKKWE,7,1998-01-05,1,33.99
10682,YLWKF,2,1998-01-24,1,121.12
10683,FGLEI,9,1998-01-12,1,14.34
10684,ZPMLW,6,1998-01-14,2,106.97
10685,BOGAS,7,1998-01-23,1,208.67
10686,HIVZZ,8,1998-01-27,1,46.33
10687,PLRKR,4,1998-01-23,3,117.64
10688,MAPTB,5,1998-01-04,3,221.61
10689,QEFYE,7,1998-01-14,2,64.33
10690,HLHVL,3,1998-01-14,3,147.4
10691,AMPEQ,1,1998-01-20,3,134.22
10692,RBMPA,3,1998-01-25,2,67.0
10693,JLWBL,3,1998-01-24,2,123.27
10694,ORDDL,7,1998-01-13,1,210.35
10695,SVGTT,1,1998-01-05,2,230.54
10696,MNXAG,9,1998-01-20,3,203.91
10697,YLWKF,5,1998-01-17,1,101.66
10698,FFFYR,8,1998-01-09,2,36.71
10699,SGTEY,1,1998-01-23,1,44.75
10700,QDSIQ,4,1998-01-07,3,243.02
10701,YJAXX,7,1998-01-28,3,141.58
10702,QEFYE,7,1998-01-09,3,76.93
10703,FLETF,7,1998-01-27,1,58.45
10704,TINQA,6,1998-01-07,1,245.96
10705,VBYNW,3,1998-01-10,1,184.83
10706,KVIFE,9,1998-01-15,2,193.79
10707,VTJBP,1,1998-01-22,2,45.49
10708,PFEIS,2,1998-01-16,2,175.9
10709,ALFKI,4,1998-02-03,1,8.7
10710,YVQCH,6,1998-02-22,1,50.3
10711,JCWVH,1,1998-02-01,1,227.3
10712,HIVZZ,7,1998-02-23,3,99.59
10713,TRYSX,7,1998-02-26,3,101.01
10714,WSEBX,4,1998-02-20,1,101.42
10715,VYHBU,9,1998-02-02,2,64.26
10716,EDMNO,1,1998-02-02,3,114.94
10717,SPPRI,4,1998-02-12,3,17.45
10718,IWQPR,7,1998-02-22,3,109.03
10719,CKKWE,8,1998-02-11,3,95.24
10720,PUQHW,1,1998-02-09,1,43.37
10721,YWUSA,1,1998-02-12,2,18.93
10722,YUXHC,4,1998-02-18,1,146.74
10723,XVNBZ,6,1998-02-21,1,6.82
10724,EDMNO,5,1998-02-04,1,224.46
10725,SMORH,1,1998-02-15,1,62.91
10726,YVQCH,5,1998-02-05,1,103.53
10727,TCJVQ,6,1998-03-05,2,43.56
10728,QDSIQ,2,1998-03-23,3,51.16
10729,FLETF,2,1998-03-16,1,205.83
10730,UCGRS,2,1998-03-19,1,148.9
10731,YVQCH,4,1998-03-13,1,120.12
10732,PUQHW,1,1998-03-20,1,66.16
10733,PFEIS,3,1998-03-18,3,214.89
10734,SVGTT,9,1998-03-17,1,138.84
10735,KBWLG,3,1998-03-20,2,234.69
10736,VLLAI,5,1998-03-05,3,182.03
10737,IWQPR,8,1998-03-23,2,130.54
10738,BNYBJ,7,1998-03-03,3,66.37
10739,YUXHC,2,1998-03-28,2,195.84
10740,HLHVL,6,1998-03-21,1,169.7
10741,JVTVC,4,1998-03-16,3,78.65
10742,ZPMLW,2,1998-03-04,1,155.43
10743,VEYUQ,7,1998-03-05,2,177.89
10744,UAXMI,9,1998-03-24,2,188.03
10745,SVGTT,5,1998-03-06,1,212.81
10746,FFFYR,6,1998-03-04,2,176.62
10747,SGTEY,7,1998-03-22,1,48.42
10748,SDLSY,7,1998-03-01,1,45.66
10749,XKTZQ,3,1998-03-09,1,149.76
10750,DTZKB,6,1998-03-20,1,95.97
10751,ZPMLW,8,1998-03-16,3,67.09
10752,IWQPR,4,1998-03-27,2,133.78
10753,JCWVH,3,1998-03-24,3,16.07
10754,JCWVH,1,1998-03-09,3,98.75
10755,GHUHP,9,1998-03-11,3,170.62
10756,KIWFL,2,1998-03-01,3,76.39
10757,ALFKI,9,1998-04-27,1,13.36
10758,POBYN,4,1998-04-15,1,231.41
10759,INWFA,9,1998-04-18,1,20.73
10760,PUQHW,8,1998-04-09,2,80.67
10761,SGTEY,7,1998-04-13,3,238.53
10762,RBMPA,9,1998-04-07,1,106.05
10763,VXJHA,9,1998-04-05,1,29.19
10764,THSQN,2,1998-04-04,1,183.75
10765,SMORH,2,1998-04-20,1,151.32
10766,ZPMLW,2,1998-04-16,1,79.83
10767,WBBZO,5,1998-04-14,3,38.48
10768,FLETF,9,1998-04-15,3,116.76
10769,AKZQT,8,1998-04-16,3,113.32
10770,VBYNW,6,1998-04-11,1,177.66
10771,VYHBU,6,1998-04-17,3,182.74
10772,XVNBZ,6,1998-04-12,2,245.01
10773,YWUSA,3,1998-04-15,1,23.87
10774,AMPEQ,3,1998-04-09,1,140.51
10775,OUKVF,3,1998-04-09,2,231.39
10776,KBWLG,1,1998-05-20,2,182.16
10777,VEYUQ,2,1998-05-02,2,30.11
10778,UAXMI,1,1998-05-19,1,80.1
10779,YLWKF,7,1998-05-18,1,189.7
10780,HOAFN,5,1998-05-22,3,91.05
10781,JLWBL,7,1998-05-11,3,27.55
10782,ETXRP,8,1998-05-16,2,240.15
10783,AROUT,2,1998-05-09,1,109.33
10784,KVMJK,2,1998-05-20,2,92.48
10785,RBMPA,5,1998-05-26,2,85.24
10786,SVGTT,3,1998-05-07,2,135.28
10787,VBYNW,4,1998-05-18,3,97.9
10788,KHKRV,4,1998-05-05,3,171.0
10789,AMPEQ,1,1998-05-07,2,16.08
10790,XLAVG,5,1998-05-14,1,161.62
10791,QDSIQ,8,1998-05-14,2,101.57
10792,YWUSA,9,1998-05-04,1,160.02
10793,TCJVQ,9,1998-05-22,3,29.73
10794,SPPRI,6,1998-05-15,2,28.63
10795,ORDDL,8,1998-05-06,1,62.8
10796,CKKWE,5,1998-05-10,1,169.18
10797,YUXHC,1,1998-05-17,3,55.77
10798,MNXAG,4,1998-05-01,2,165.64
10799,OYUGL,5,1998-05-28,3,195.14
10800,LPREO,2,1998-05-22,1,208.1
10801,YWUSA,6,1998-05-26,1,75.57
10802,SMORH,5,1998-05-22,1,104.84
10803,SPPRI,6,1998-06-22,1,221.17
10804,YLWKF,4,1998-06-12,3,167.51
10805,JEYCD,4,1998-06-20,1,151.34
10806,QDSIQ,2,1998-06-17,2,98.83
10807,TRYSX,4,1998-06-17,3,55.21
10808,PSZOY,5,1998-06-16,2,103.07
10809,EDMNO,3,1998-06-28,1,180.31
10810,AKZQT,1,1998-06-14,3,174.58
10811,MZTXS,5,1998-06-19,2,231.74
10812,WVGUX,2,1998-06-23,2,227.99
10813,ETXRP,5,1998-06-17,2,43.69
10814,ALFKI,5,1998-07-13,3,163.34
10815,JLWBL,9,1998-07-06,2,48.95
10816,KVMJK,8,1998-07-09,2,156.29
10817,LPVQG,5,1998-07-09,1,37.94
10818,IWQPR,4,1998-07-09,1,191.77
10819,SMORH,7,1998-07-08,3,42.02
10820,MAPTB,2,1998-07-03,3,114.03
10821,TINQA,1,1998-07-27,1,129.62
10822,AMPEQ,1,1998-07-27,1,216.48
10823,ALFKI,4,1998-07-10,2,85.85
10824,OYUGL,6,1998-07-28,1,94.95
10825,ALFKI,9,1998-07-10,1,45.57
10826,RNTHV,7,1998-07-25,1,136.63
